uniao_digit_letter
6
0
0
0,1,2,3,4,5,6,7,8,9,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,a,2
0,b,2
0,c,2
0,d,2
0,e,2
0,f,2
0,g,2
0,h,2
0,i,2
0,j,2
0,k,2
0,l,2
0,m,2
0,n,2
0,o,2
0,p,2
0,q,2
0,r,2
0,s,2
0,t,2
0,u,2
0,v,2
0,w,2
0,x,2
0,y,2
0,z,2
0,B,2
0,C,2
0,D,2
0,E,2
0,F,2
0,G,2
0,H,2
0,I,2
0,J,2
0,K,2
0,L,2
0,M,2
0,N,2
0,O,2
0,P,2
0,Q,2
0,R,2
0,S,2
0,T,2
0,U,2
0,V,2
0,W,2
0,X,2
0,Y,2
0,Z,2
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,5
1,6,5
1,7,5
1,8,5
1,9,5
1,a,3
1,b,3
1,c,3
1,d,3
1,e,3
1,f,3
1,g,3
1,h,3
1,i,3
1,j,3
1,k,3
1,l,3
1,m,3
1,n,3
1,o,3
1,p,3
1,q,3
1,r,3
1,s,3
1,t,3
1,u,3
1,v,3
1,w,3
1,x,3
1,y,3
1,z,3
1,B,3
1,C,3
1,D,3
1,E,3
1,F,3
1,G,3
1,H,3
1,I,3
1,J,3
1,K,3
1,L,3
1,M,3
1,N,3
1,O,3
1,P,3
1,Q,3
1,R,3
1,S,3
1,T,3
1,U,3
1,V,3
1,W,3
1,X,3
1,Y,3
1,Z,3
2,0,3
2,1,3
2,2,3
2,3,3
2,4,3
2,5,3
2,6,3
2,7,3
2,8,3
2,9,3
2,a,4
2,b,4
2,c,4
2,d,4
2,e,4
2,f,4
2,g,4
2,h,4
2,i,4
2,j,4
2,k,4
2,l,4
2,m,4
2,n,4
2,o,4
2,p,4
2,q,4
2,r,4
2,s,4
2,t,4
2,u,4
2,v,4
2,w,4
2,x,4
2,y,4
2,z,4
2,B,4
2,C,4
2,D,4
2,E,4
2,F,4
2,G,4
2,H,4
2,I,4
2,J,4
2,K,4
2,L,4
2,M,4
2,N,4
2,O,4
2,P,4
2,Q,4
2,R,4
2,S,4
2,T,4
2,U,4
2,V,4
2,W,4
2,X,4
2,Y,4
2,Z,4
3,0,3
3,1,3
3,2,3
3,3,3
3,4,3
3,5,3
3,6,3
3,7,3
3,8,3
3,9,3
3,a,3
3,b,3
3,c,3
3,d,3
3,e,3
3,f,3
3,g,3
3,h,3
3,i,3
3,j,3
3,k,3
3,l,3
3,m,3
3,n,3
3,o,3
3,p,3
3,q,3
3,r,3
3,s,3
3,t,3
3,u,3
3,v,3
3,w,3
3,x,3
3,y,3
3,z,3
3,B,3
3,C,3
3,D,3
3,E,3
3,F,3
3,G,3
3,H,3
3,I,3
3,J,3
3,K,3
3,L,3
3,M,3
3,N,3
3,O,3
3,P,3
3,Q,3
3,R,3
3,S,3
3,T,3
3,U,3
3,V,3
3,W,3
3,X,3
3,Y,3
3,Z,3
4,0,3
4,1,3
4,2,3
4,3,3
4,4,3
4,5,3
4,6,3
4,7,3
4,8,3
4,9,3
4,a,4
4,b,4
4,c,4
4,d,4
4,e,4
4,f,4
4,g,4
4,h,4
4,i,4
4,j,4
4,k,4
4,l,4
4,m,4
4,n,4
4,o,4
4,p,4
4,q,4
4,r,4
4,s,4
4,t,4
4,u,4
4,v,4
4,w,4
4,x,4
4,y,4
4,z,4
4,B,4
4,C,4
4,D,4
4,E,4
4,F,4
4,G,4
4,H,4
4,I,4
4,J,4
4,K,4
4,L,4
4,M,4
4,N,4
4,O,4
4,P,4
4,Q,4
4,R,4
4,S,4
4,T,4
4,U,4
4,V,4
4,W,4
4,X,4
4,Y,4
4,Z,4
5,0,5
5,1,5
5,2,5
5,3,5
5,4,5
5,5,5
5,6,5
5,7,5
5,8,5
5,9,5
5,a,3
5,b,3
5,c,3
5,d,3
5,e,3
5,f,3
5,g,3
5,h,3
5,i,3
5,j,3
5,k,3
5,l,3
5,m,3
5,n,3
5,o,3
5,p,3
5,q,3
5,r,3
5,s,3
5,t,3
5,u,3
5,v,3
5,w,3
5,x,3
5,y,3
5,z,3
5,B,3
5,C,3
5,D,3
5,E,3
5,F,3
5,G,3
5,H,3
5,I,3
5,J,3
5,K,3
5,L,3
5,M,3
5,N,3
5,O,3
5,P,3
5,Q,3
5,R,3
5,S,3
5,T,3
5,U,3
5,V,3
5,W,3
5,X,3
5,Y,3
5,Z,3
