uniao_varName_attr
9
0
5,7
&,i,d,_,a,b,c,e,f,g,h,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,=
0,&,[1, 6]
1,i,2
1,d,3
1,_,3
1,a,3
1,b,3
1,c,3
1,e,3
1,f,3
1,g,3
1,h,3
1,j,3
1,k,3
1,l,3
1,m,3
1,n,3
1,o,3
1,p,3
1,q,3
1,r,3
1,s,3
1,t,3
1,u,3
1,v,3
1,w,3
1,x,3
1,y,3
1,z,3
1,0,3
1,1,3
1,2,3
1,3,3
1,4,3
1,5,3
1,6,3
1,7,3
1,8,3
1,9,3
2,i,3
2,d,3
2,_,3
2,a,3
2,b,3
2,c,3
2,e,3
2,f,3
2,g,3
2,h,3
2,j,3
2,k,3
2,l,3
2,m,3
2,n,3
2,o,3
2,p,3
2,q,3
2,r,3
2,s,3
2,t,3
2,u,3
2,v,3
2,w,3
2,x,3
2,y,3
2,z,3
2,0,3
2,1,3
2,2,3
2,3,3
2,4,3
2,5,3
2,6,3
2,7,3
2,8,3
2,9,3
3,i,3
3,d,4
3,_,3
3,a,3
3,b,3
3,c,3
3,e,3
3,f,3
3,g,3
3,h,3
3,j,3
3,k,3
3,l,3
3,m,3
3,n,3
3,o,3
3,p,3
3,q,3
3,r,3
3,s,3
3,t,3
3,u,3
3,v,3
3,w,3
3,x,3
3,y,3
3,z,3
3,0,3
3,1,3
3,2,3
3,3,3
3,4,3
3,5,3
3,6,3
3,7,3
3,8,3
3,9,3
4,i,3
4,d,3
4,_,5
4,a,3
4,b,3
4,c,3
4,e,3
4,f,3
4,g,3
4,h,3
4,j,3
4,k,3
4,l,3
4,m,3
4,n,3
4,o,3
4,p,3
4,q,3
4,r,3
4,s,3
4,t,3
4,u,3
4,v,3
4,w,3
4,x,3
4,y,3
4,z,3
4,0,3
4,1,3
4,2,3
4,3,3
4,4,3
4,5,3
4,6,3
4,7,3
4,8,3
4,9,3
5,i,5
5,d,5
5,_,3
5,a,5
5,b,5
5,c,5
5,e,5
5,f,5
5,g,5
5,h,5
5,j,5
5,k,5
5,l,5
5,m,5
5,n,5
5,o,5
5,p,5
5,q,5
5,r,5
5,s,5
5,t,5
5,u,5
5,v,5
5,w,5
5,x,5
5,y,5
5,z,5
5,0,5
5,1,5
5,2,5
5,3,5
5,4,5
5,5,5
5,6,5
5,7,5
5,8,5
5,9,5
6,=,7
7,=,8
8,=,8
